Contract ID,"Sub Contract Reference ID","Purpose","Version","Original Amount","Current Amount","Spent To Date","Vendor","Sub Vendor","Associated Prime Vendor","Contracting Agency","Contract Type","Award Method","Expense Category","Industry","Start Date","End Date","Registration Date","PIN","APT PIN","M/WBE Category"
"CT100320151400064","","General Office Car Service","2","1030425","1030425","67409.27","FIRST CLASS CAR LIMO","No","N/A","Board of Elections","WORK/LABOR","COMPETITIVE SEALED BIDDING","TRANSPORTATION EXPENDITURES","Standardized Services","07/01/2014","12/31/2016","08/26/2014","00320142016","","Non-M/WBE"
"CT178120131426452","","East NY NeON Lease Agreement","5","1028760","1028760","10678.5","EAST NY BUSINESS CENTER LLC","No","N/A","Department of Probation","LESSEE","LESSEE NEGOTIATION","RENTALS - LAND BLDGS & STRUCTS","Not Classified","04/29/2013","04/28/2033","05/30/2013","78113ENYNEON","","Individuals and Others"
"MA104020159572771","","Long Term Temporary School Nurse","1","1028160","1028160","0","COMPREHENSIVE RESOURCES INC","No","N/A","Department of Education","DEPT OF ED-REQUIREMENT CONTRACT","RENEWAL OF CONTRACT","","Standardized Services","12/01/2014","11/30/2015","12/30/2014","R0884","","Non-M/WBE"
"CT104020149452664","","UPK-UNIVERSAL PRE KINDERGARTEN SERVICES","8","838800","1027680","807130.5","82ND STREET ACADEMICS","No","N/A","Department of Education","PROGRAMS","RENEWAL OF CONTRACT","PMTS CONTRACT/CORPORAT SCHOOL","Human Services","07/01/2013","06/30/2015","08/28/2013","R0819","","Non-M/WBE"
"CT112520150000610","","CASE MANAGEMENT SERVICES TO SENIORS","4","863358","1026088","991826.67","ISABELLA GERIATRIC CENTER INC.","No","N/A","Department for the Aging","PROGRAMS","NEG ACQUISITSION  EXTN AND DOE NEGOTIATED SERVICES EXTN","PAYMENTS TO DELEGATE AGENCIES","Human Services","07/01/2014","06/30/2015","08/07/2014","12509X0202CNVA009","12515CMNA3MB","Non-M/WBE"
"CT185020141401626","","Renwal of Environmental Services, Citwide","6","1000000","1025088.46","673820.56","LOUIS BERGER & ASSOC PC","No","N/A","Department of Design and Construction","REQUIREMENTS-CONSTRUCTION","RENEWAL OF CONTRACT","CONTRACTUAL SERVICES GENERAL, DESIGN-CONSULTANT-IOTB, PROF SERV ENGINEER & ARCHITECT","Construction Services","08/01/2013","07/30/2015","08/13/2013","85010P0029CNVC002","85010P0029CNVR0","Non-M/WBE"
"CT112520140001082","","HOMECARE SERVICES FOR THE ELDERLY","3","1023419","1023419","884479.1","PEOPLE CARE INC.","No","N/A","Department for the Aging","PROGRAMS","NEG ACQUISITSION  EXTN AND DOE NEGOTIATED SERVICES EXTN","PAYMENTS TO DELEGATE AGENCIES","Human Services","07/01/2013","06/30/2014","06/26/2013","12509X0208CNVN005","12514HC104H7","Women"
"CT106920141418198","","Office Lease Space","3","7719783","1022497.65","1013657.14","19-20 INDUSTRY CITY ASSOCIATES LLC","No","N/A","Department of Social Services","LESSEE","LESSEE NEGOTIATION","RENTALS - LAND BLDGS & STRUCTS","Not Classified","01/01/2014","05/14/2014","03/07/2014","20141418198","","Individuals and Others"
"CT186020141408402","","Close out contract due to sale of property","4","6000000","1022343.55","1022343.55","19-20 INDUSTRY CITY ASSOCIATES LLC","No","N/A","Department of Records and Information Services","LESSEE","RENEWAL OF CONTRACT","RENTALS - LAND BLDGS & STRUCTS","Not Classified","07/01/2013","04/30/2014","10/21/2013","20140001","","Individuals and Others"
"CT185020151406289","003","Trucking","1","1022300","1022300","0","DANA CONTRACTING CORP.","Yes","Carlo Lizza & Sons Paving Inc.","Department of Design and Construction","REQUIREMENTS-CONSTRUCTION","COMPETITIVE SEALED BIDDING","","Construction Services","05/28/2015","05/27/2017","10/23/2014","0002574160","8502014HW0024C","Hispanic American"
"CT104020159553172","","UPK- Universal PreKindergarten Service","7","1021680","1021680","501298","MAGIC YEARS DAYCARE CENTER CORP.","No","N/A","Department of Education","PROGRAMS","NEGOTIATED ACQUISITION AND DOE NEGOTIATED SERVICES","PMTS CONTRACT/CORPORAT SCHOOL","Human Services","07/01/2014","06/30/2017","11/06/2014","N1015","","Non-M/WBE"
"CT182620151413285","","WATER METER REPAIRS, REPLACEMENTS AND INSTAL - STATEN ISLAND","1","1021644.5","1021644.5","3395","SAKS PLUMBING & HEATING CORP","No","N/A","Department of Environmental Protection","CONSTRUCTION","RENEWAL OF CONTRACT","IOTB CONSTRUCTION","Construction Services","02/12/2015","02/11/2016","12/31/2014","82612B0013001R001","82612B0013001","Non-M/WBE"
"CT100220151420522","","ATI services for general population & mentally ill offenders","1","1021340","1021340","406010","EAC INC EDUCATION AND ASSISTANCE CORP","No","N/A","Mayoralty","PROGRAMS","BORO NEEDS/DISCRETIONARY FUND","PAYMENTS TO DELEGATE AGENCIES","Human Services","07/01/2014","06/30/2015","04/06/2015","00215L0024001","","Non-M/WBE"
"CTA180620137206421","","Install (CCTV) at Hammel houses- Queens","2","1020796.96","1020796.96","1020796.96","NEW YORK CITY HOUSING AUTHORITY","No","N/A","Housing Preservation and Development","CONSTRUCTION","MULTIPLE AWARDS","CAPITAL PURCHASED EQUIPMENT","Construction Services","07/19/2013","10/25/2013","06/17/2013","HAMMELHOUSES-1","","Non-M/WBE"
"MA185720150000301","","FRESH & FROZEN MEATS & POULTRYFOR DOC & OTHER CITY AGENCIES","1","1020674.8","1020674.8","0","JAMAC FROZEN FOOD CORP.","No","N/A","DCASDIVISION OF MUNICIPAL SUPPLY SERVICE","DMS-REQUIREMENTSCONTRACT(RC)","ACCELERATED PROCUREMENT","","Goods","07/01/2014","12/31/2014","06/16/2014","85714B0154","1400318/3486092","Non-M/WBE"
"CT104020159550107","","UPK-Universal Pre-Kindergarten Service","5","1020006","1020006","88400.48","BUSHWICK IMPROVEMENT SOCIETY, INC.","No","N/A","Department of Education","PROGRAMS","REQUEST FOR  PROPOSAL (RFP)","PMTS CONTRACT/CORPORAT SCHOOL","Human Services","07/01/2014","06/30/2017","07/16/2014","R1015","","Non-M/WBE"
"CT104020159553396","","UPK-Universal Prekindergarten Services","3","1020000","1020000","256500","IMAGINE EARLY LEARNING CENTER","No","N/A","Department of Education","PROGRAMS","NEGOTIATED ACQUISITION AND DOE NEGOTIATED SERVICES","PMTS CONTRACT/CORPORAT SCHOOL","Human Services","07/01/2014","06/30/2017","10/10/2014","N1015","","Non-M/WBE"
"CT181620150000565","","Mental Health Services for Adults","3","1019535","1019535","316798.26","PROJECT HOSPITALITY INC","No","N/A","Department of Health and Mental Hygiene","PROGRAMS","DETERMINED BY GOV'T MANDATE","MENTAL HYGIENE SERVICES","Human Services","07/01/2014","06/30/2017","06/05/2014","81614M0006009","","Non-M/WBE"
"CT101520141417686","","PURCHASING MICROSOFT CONSULTING SERVICES","1","1017735.04","1017735.04","976292.87","INFORELIANCE CORPORATION","No","N/A","Office of the Comptroller","CONSULTANT","INTERGOVERNMENTAL PROCUREMENT","CAPITAL PURCHASED EQUIPMENT","Professional Services","02/10/2014","02/09/2015","02/26/2014","01514BIS11466","","Non-M/WBE"
"MA104020149474388","","Emergency General Education Transportation","1","1017595.13","1017595.13","368034.95","ALL AMERICAN SCHOOL BUS CORP.","No","N/A","Department of Education","DEPT OF ED-REQUIREMENT CONTRACT","EMERGENCY","","Standardized Services","01/02/2014","03/31/2014","03/28/2014","EMERG","","Non-M/WBE"
"CT104020159553366","","UPK- UNIVERSAL PRE KINDERGARTEN SERVICES","4","1017360","1017360","310462.55","INTERNATIONAL NURSERY SCHOOL","No","N/A","Department of Education","PROGRAMS","NEGOTIATED ACQUISITION AND DOE NEGOTIATED SERVICES","PMTS CONTRACT/CORPORAT SCHOOL","Human Services","07/01/2014","06/30/2017","11/21/2014","R1015","","Non-M/WBE"
"CTA185820157201681","","Unarmed Security Guard Services for 311 Call Center","1","1015679","1015679","134907.58","ALLIED BARTON SECURITY SERVICES LLC","No","N/A","Department of Information Technology and Telecommunications","WORK/LABOR","MULTIPLE AWARDS","SECURITY SERVICES","Standardized Services","11/01/2014","10/31/2017","10/28/2014","85815RQ00020","","Non-M/WBE"
"CT104020159554387","","UPK-Universal Pre-Kindergarten Service","6","1015200","1015200","323844.4","CHABAD OF NORTHEAST QUEENS","No","N/A","Department of Education","PROGRAMS","REQUEST FOR  PROPOSAL (RFP)","PMTS CONTRACT/CORPORAT SCHOOL","Human Services","07/01/2014","06/30/2017","11/03/2014","R1015","","Non-M/WBE"
"CTA180120157207126","","Rent Registration","1","1015000","1015000","0","NEW YORK CITY ECONOMIC DEVELOPMENT CORPORATION","No","N/A","Department of Small Business Services","OTHERS","MULTIPLE AWARDS","CONTRACTUAL SERVICES GENERAL","Standardized Services","07/01/2014","06/30/2015","06/03/2015","SBSRENT801","","Non-M/WBE"
"CT104020159552781","","UPK-Universal Pre-Kindergarten Service","6","1014705","1014705","327514.53","GENERATION 21 NY, INC. GENERATION 21 DAY CARE","No","N/A","Department of Education","PROGRAMS","NEGOTIATED ACQUISITION AND DOE NEGOTIATED SERVICES","PMTS CONTRACT/CORPORAT SCHOOL","Human Services","07/01/2014","06/30/2017","10/28/2014","NS1015","","Non-M/WBE"
"CT104020159553652","","UPK-Universal Pre-Kindergarten Service","6","1014400","1014400","294580","CENTRAL QUEENS YM & YWHA","No","N/A","Department of Education","PROGRAMS","NEGOTIATED ACQUISITION AND DOE NEGOTIATED SERVICES","PMTS CONTRACT/CORPORAT SCHOOL","Human Services","07/01/2014","06/30/2017","11/19/2014","N1015","","Non-M/WBE"
"CT106920141423281","","IT Consulting Svcs for various projects","12","1013340","1013340","317995.5","ManpowerGroup Public Sector, Inc.","No","N/A","Department of Social Services","WORK/LABOR","INTERGOVERNMENTAL PROCUREMENT","PROF SERV COMPUTER SERVICES","Professional Services","01/01/2014","12/31/2016","05/13/2014","09614G0025001","14GPEMI13701","Non-M/WBE"
"CT106820140000332","","Family Assessment Program - Renewal","6","2026500","1013250","644142.99","COMMUNITY MEDIATION SERVICES, INC.","No","N/A","Administration for Children's Services","PROGRAMS","RENEWAL OF CONTRACT","CHILD WELFARE SERVICES","Human Services","07/01/2013","06/30/2016","05/24/2013","06811P0001003A001","","Non-M/WBE"
"CT185720145400241","","Maint. & Support Svc. for SPARC Cluster T4-4 Servers","6","1013229.76","1013229.76","884938.56","DYNAMIC SYSTEMS INC","No","N/A","DCASDIVISION OF MUNICIPAL SUPPLY SERVICE","SUPPLIES/MATERIALS/EQUIPMENT","INTERGOVERNMENTAL PROCUREMENT","CAPITAL PURCHASED EQUIPMENT, DATA PROCESSING EQUIPMENT MAINTENANCE","Goods","09/17/2013","09/16/2016","08/22/2013","09613G0016001","1400034/1450009","Non-M/WBE"
"CT106820141408177","","Specialized Teen Preventive Services","5","1012500","1012500","405250.17","JEWISH BOARD OF FAMILY AND CHILDREN'S SERVICES INC","No","N/A","Administration for Children's Services","PROGRAMS","REQUEST FOR  PROPOSAL (RFP)","CHILD WELFARE SERVICES","Human Services","08/01/2013","07/31/2016","10/16/2013","06814P0016008","","Non-M/WBE"
"CT107120141401563","","Shelter Services for Homeless Families at 346 Powers Avenue","7","521528","1011126","976512","WOMEN IN NEED, INC.","No","N/A","Department of Homeless Services","PROGRAMS","NEGOTIATED ACQUISITION AND DOE NEGOTIATED SERVICES","HOMELESS FAMILY SERVICES","Human Services","06/25/2013","12/31/2013","08/16/2013","07113N0005001A001","","Non-M/WBE"
"MA185720151201307","","TO PROCURE MEATS AND POULTRY ""GENERAL POPULATION"" DOC","1","1011034.08","1011034.08","0","JAMAC FROZEN FOOD CORP.","No","N/A","DCASDIVISION OF MUNICIPAL SUPPLY SERVICE","DMS-REQUIREMENTSCONTRACT(RC)","ACCELERATED PROCUREMENT","","Goods","01/01/2015","06/30/2015","12/02/2014","85715B0074","1500098/3586038","Non-M/WBE"
"CTA185020137208071","","REHABILITATION OF INTERCEPTOR SEWERS & APPURTENANCES, CITYWI","3","788652.48","1011003.52","975735.86","GEDEON ENGINEERING PC","No","N/A","Department of Design and Construction","REQUIREMENTS-SERVICES","MULTIPLE AWARDS","DESIGN-CONSULTANT-IOTB","Professional Services","06/24/2013","06/23/2014","07/16/2013","85011P0021006","","Black American"
"CT183620141411583","","DLT SOLUTIONS (ORACLE INSTALLATION AND IMPLEMENTATION SVCS.)","13","191542","1010542","735657.54","DLT SOLUTIONS LLC","No","N/A","Department of Finance","CONSULTANT","INTERGOVERNMENTAL PROCUREMENT","PROF SERV COMPUTER SERVICES","Professional Services","09/18/2013","06/30/2015","12/13/2013","83614G0001001A004","","Non-M/WBE"
"CT184120151406751","007","Piles","2","1010329","1010329","0","FALCO CONSTRUCTION CORP","Yes","DEFOE CORPORATION","Department of Transportation","CONSTRUCTION","COMPETITIVE SEALED BIDDING","","Construction Services","09/30/2014","12/29/2017","10/31/2014","","84113MNBR710","Non-M/WBE"
"CT104020159550033","","UPK-Universal Pre-Kindergarten Service","4","1009800","1009800","329292.51","SWEET ANGEL 88 INC.","No","N/A","Department of Education","PROGRAMS","REQUEST FOR  PROPOSAL (RFP)","PMTS CONTRACT/CORPORAT SCHOOL","Human Services","07/01/2014","06/30/2017","07/25/2014","R1015","","Non-M/WBE"
"MA104020139374826","","PURCHASE OF THERMAL BAGS","1","1009625","1009625","1255286.22","CARRY HOT, INC.","No","N/A","Department of Education","DEPT OF ED-REQUIREMENT CONTRACT","COMPETITIVE SEALED BIDDING","","Goods","02/01/2013","01/31/2018","02/21/2013","B2082","B2080201","Non-M/WBE"
"CTA180120157205461","","FA - Lincoln Center Complex Sidewalk & Lighting - 56010001","1","1009125","1009125","0","NEW YORK CITY ECONOMIC DEVELOPMENT CORPORATION","No","N/A","Department of Small Business Services","OTHERS","MULTIPLE AWARDS","IOTB CONSTRUCTION","Standardized Services","07/01/2014","06/30/2015","04/09/2015","80113S0004001A001","801SBS140179","Non-M/WBE"
"MA185720150000271","","TO PROCURE BROWN KRAFT ENVELOPES FOR THE CITY OF NY","1","1009060.2","1009060.2","67763.74","PAPERMART INC","No","N/A","DCASDIVISION OF MUNICIPAL SUPPLY SERVICE","DMS-REQUIREMENTSCONTRACT(RC)","COMPETITIVE SEALED BIDDING","","Goods","10/01/2014","09/30/2019","06/14/2014","85714B0164001","1400335/3587004","Non-M/WBE"
"CTA185020157206723","","REI-SAFE ROUTES TO SCHOOLS, MANHATTAN, BROOKLYN & BRONX","1","1008719.36","1008719.36","0","SIMCO ENGINEERING PC","No","N/A","Department of Design and Construction","REQUIREMENTS-SERVICES","MULTIPLE AWARDS","DESIGN-CONSULTANT-IOTB","Professional Services","09/15/2014","09/14/2015","05/18/2015","85011P0021002","","Asian American"
"CT104220131422546","","Elevator Replacement - C/O #1","2","954658","1008495.1","913057","SLADE INDUSTRIES,INC","No","N/A","City University of New York","CONSTRUCTION","COMPETITIVE SEALED BIDDING","CONSTRUCTION-BUILDINGS","Construction Services","06/25/2014","06/30/2015","04/26/2013","04213ME026010","","Non-M/WBE"
"CT183620141407051","","Message Switch Maintenance for Sheriff's Office","2","1008000","1008000","560000","I X P CORPORATION","No","N/A","Department of Finance","WORK/LABOR","SOLE SOURCE","CONTRACTUAL SERVICES GENERAL, TELECOMMUNICATIONS MAINT","Professional Services","10/01/2013","09/30/2016","10/11/2013","83613S0009001","","Non-M/WBE"
"CT102520151416203","","Provision of legal services 2014-035620LE","4","1007650","1007650","119236.26","JACKSON LEWIS P.C.","No","N/A","Law Department","CONSULTANT","NEGOTIATED ACQUISITION AND DOE NEGOTIATED SERVICES","PROF SERV LEGAL SERVICES","Professional Services","08/01/2014","07/31/2018","02/19/2015","02515N0008001","02515X000590","Non-M/WBE"
"CT104020159550408","","UPK-Universal Prekindergarten Services","4","1005480","1005480","167580","IMMANUEL INC","No","N/A","Department of Education","PROGRAMS","REQUEST FOR  PROPOSAL (RFP)","PMTS CONTRACT/CORPORAT SCHOOL","Human Services","07/01/2014","06/30/2017","07/30/2014","R1015","","Non-M/WBE"
"CT184120151421782","","DAILY ARMORED CAR SERVICE","1","1003056","1003056","0","IBI ARMORED SERVICES, INC","No","N/A","Department of Transportation","WORK/LABOR","COMPETITIVE SEALED BIDDING","SECURITY EQUIPMENT","Standardized Services","06/01/2015","05/31/2018","04/27/2015","84115B0009001","84115MBTR847","Non-M/WBE"
"CTA180120147202928","","Highline M&O (SANDY) 38040001","3","752193","1002373.53","956721.35","NEW YORK CITY ECONOMIC DEVELOPMENT CORPORATION","No","N/A","Department of Small Business Services","OTHERS","MULTIPLE AWARDS","CONSTRUCTION-BUILDINGS","Standardized Services","07/01/2013","06/30/2014","12/30/2013","80113S0004001","801SBS130159","Non-M/WBE"
"CT104020159554071","","UPK-Universal PreKindergarten Services","3","1002240","1002240","467712","KOG INDUSTRIES","No","N/A","Department of Education","PROGRAMS","REQUEST FOR  PROPOSAL (RFP)","PMTS CONTRACT/CORPORAT SCHOOL","Human Services","07/01/2014","06/30/2017","10/22/2014","R1015","","Non-M/WBE"
"CT183620141400445","","Warrant Tracking Software License and Maintenance","11","986888","1001288","315426.2","SOFTCODE, INC","No","N/A","Department of Finance","WORK/LABOR","SOLE SOURCE","CONTRACTUAL SERVICES GENERAL, PROF SERV COMPUTER SERVICES, TRAINING PRGM CITY EMPLOYEES","Professional Services","03/01/2013","02/28/2018","07/26/2013","83613S0007001A001","","Non-M/WBE"
"CT183620151406790","","Warrant Tracking SW License & Maintenance for Sheriff Div.","2","1001288","1001288","156079.2","TYLER TECHNOLOGIES, INC.","No","N/A","Department of Finance","WORK/LABOR","ASSIGNMENT","CONTRACTUAL SERVICES GENERAL","Professional Services","08/29/2014","02/28/2018","01/23/2015","83613S0007001A001","","Non-M/WBE"
"CT185720135401441","","TO PROCURE EMERGENCY GENERATORS FOR THE DEPT. OF SANITATION","3","1000300","1000300","1000300","GT POWER SYSTEMS INC","No","N/A","DCASDIVISION OF MUNICIPAL SUPPLY SERVICE","SUPPLIES/MATERIALS/EQUIPMENT","EMERGENCY","CAPITAL PURCHASED EQUIPMENT","Goods","02/08/2013","02/08/2014","01/22/2013","1300212","A1350059","Non-M/WBE"
"CT126020131423544","","2013 Summer Youth Employment Program RFP","37","599625","1000025","808332.87","CHILD DEVELOPMENT CENTER OF THE MOSHOLU-MONTIFIORE COMM CTR","No","N/A","Department of Youth and Community Development","PROGRAMS","REQUEST FOR  PROPOSAL (RFP)","PAYMENTS TO DELEGATE AGENCIES","Human Services","04/01/2013","03/31/2016","04/29/2013","26013P0061CNVA003","260130090846","Non-M/WBE"
"CT101720141420706","","ALL HAZARD FIELD EXERCISES RENEWAL AGREEMENT","2","1000000","1000000","9919.76","CUBIC APPLICATIONS INC","No","N/A","Department of Emergency Management","CONSULTANT","RENEWAL OF CONTRACT","PROF SERV OTHER","Professional Services","12/01/2013","11/30/2015","04/01/2014","01708P0001CNVR003","","Non-M/WBE"
"MA185720131202206","","TOWING/STORAGE/NOTICING/ DISPOSAL OF VEHICLES-NYC (EMERGENCY","1","1000000","1000000","570757.5","DAVID R MALTZ & CO INC","No","N/A","DCASDIVISION OF MUNICIPAL SUPPLY SERVICE","DMS-REQUIREMENTSCONTRACT(RC)","EMERGENCY","","Goods","01/07/2013","01/06/2014","04/09/2013","85713E0027","3387134/1300398","Non-M/WBE"
"CT181620151411177","","PUBLIC HEALTH CONSULTANT SERVICES","1","1000000","1000000","0","SAE & ASSOCIATES LLC","No","N/A","Department of Health and Mental Hygiene","REQUIREMENTS-SERVICES","REQUEST FOR  PROPOSAL (RFP)","CONTRACTUAL SERVICES GENERAL","Human Services","08/01/2014","07/31/2018","12/03/2014","81614P0004011","","Non-M/WBE"
"CTA180120157200466","","FA-Yeshiva University Van Etten Building Renovation 47470001","1","1000000","1000000","1000000","NEW YORK CITY ECONOMIC DEVELOPMENT CORPORATION","No","N/A","Department of Small Business Services","OTHERS","MULTIPLE AWARDS","BUILDING ACQUISITION","Standardized Services","07/01/2014","06/30/2015","09/22/2014","80111S0006001","801SBS100096","Non-M/WBE"
"MMA112720136200888","","MASTER AGREEMENT CONSULTANT HIRING","1","1000000","1000000","271892.5","AXELON SERVICES CORP ALGOMOD TECHNOLOGIES","No","N/A","Financial Information Services Agency","CONSULTANT","RENEWAL OF CONTRACT","","Professional Services","06/01/2013","05/31/2016","05/20/2013","127FY1300061","","Women"
"CT182720140001744","","TIRE & TUBE MOUNTING, REPAIR AND RETREADING","10","1000000","1000000","727593.54","JAR RUBBER CORP RANGER TIRES","No","N/A","Department of Sanitation","SUPPLIES/MATERIALS/EQUIPMENT","RENEWAL OF CONTRACT","MAINT & REP MOTOR VEH EQUIP","Goods","07/01/2013","06/29/2014","06/15/2013","82711B0035CNVR001","82711ME00007","Non-M/WBE"
"CT184120141427511","","NOSTRAND AVENUE BUS SERV. WILLIAMBURG BR. PLAZA PRE-FAB.","1","1000000","1000000","0","NEW YORK CITY TRANSIT","No","N/A","Department of Transportation","CONSTRUCTION","GOVERNMENT TO GOVERNMENT","IOTB CONSTRUCTION","Construction Services","05/28/2014","05/26/2017","06/18/2014","84114T0002001","841HWK1130B","Individuals and Others"
"CT105720121416306","011","Optional Services, Engineering Services","1","1000000","1000000","0","Kutta Radios, Inc.","Yes","PURVIS SYSTEMS, INCORPORATED","Fire Department","REQUIREMENTS","INTERGOVERNMENTAL PROCUREMENT","","Professional Services","07/01/2014","12/08/2016","12/09/2011","","","Non-M/WBE"
"CT180120141413743","","FASTTRAC PROGRAM SERVICES FY14 & 15","3","1000000","1000000","764759.74","STATE OF NEW YORK","No","N/A","Department of Small Business Services","PROGRAMS","GOVERNMENT TO GOVERNMENT","CONTRACTUAL SERVICES GENERAL","Human Services","07/01/2013","06/30/2015","04/01/2014","80113T0003001","","Individuals and Others"
"CT181620151401534","","Public Health Consultant Services","1","1000000","1000000","0","PUBLIC HEALTH SOLUTIONS","No","N/A","Department of Health and Mental Hygiene","CONSULTANT","REQUEST FOR  PROPOSAL (RFP)","CONTRACTUAL SERVICES GENERAL","Human Services","08/01/2014","07/31/2018","08/14/2014","81614P0004005","","Non-M/WBE"
"MA104020139375861","","Whole School Reform Services","1","1000000","1000000","206133.66","EDUCATORS FOR SOCIAL RESPONSIBILITY NATIONAL","No","N/A","Department of Education","DEPT OF ED-REQUIREMENT CONTRACT","RFP FROM A PQVL","","Professional Services","05/01/2013","06/30/2017","05/01/2013","R0895","QR895AP","Non-M/WBE"
"MMA112720136200932","","MASTER AGREEMENT CONSULTANT HIRING","2","750000","1000000","418011.25","UNIVERSAL TECHNOLOGIES, LLC","No","N/A","Financial Information Services Agency","CONSULTANT","RENEWAL OF CONTRACT","","Professional Services","06/01/2013","05/31/2016","05/20/2013","127FY1300061","","Women"
"CT185020131418181","","SURVEYING","2","1000000","1000000","413053.75","BADEY & WATSON SUR-ENG.PC WQPLAND/SURVEYS-EOH","No","N/A","Department of Design and Construction","REQUIREMENTS-SERVICES","COMPETITIVE SEALED BIDDING","DESIGN-CONSULTANT-IOTB, IOTB CONSTRUCTION","Not Classified","03/15/2013","03/15/2015","04/26/2013","85012B0081001","","Non-M/WBE"
"CT180620141415436","","Installation of Sidewalk Sheds.","6","1000000","1000000","0","S & N BUILDERS, INC.","No","N/A","Housing Preservation and Development","CONSTRUCTION","COMPETITIVE SEALED BIDDING","CONTRACTUAL SERVICES GENERAL, MAINT & REP GENERAL","Construction Services","02/25/2014","02/24/2016","02/19/2014","80611B0036001","DOM BID #8303","Asian American"
"CT185020141403271","","Renewal for Rqmt.Cont. for Historic Pres. Design, Arch, Eng.","5","1000000","1000000","25832.48","SWANKE HAYDEN CONNELL LTD","No","N/A","Department of Design and Construction","REQUIREMENTS","RENEWAL OF CONTRACT","DESIGN-CONSULTANT-BUILDINGS","Professional Services","05/17/2013","05/16/2015","08/27/2013","8502008RQ0034P","","Non-M/WBE"
"CT185620145402566","","ARCHITECTURAL DESIGN SVCS IN MANHATTAN  BELOW DUANE STREET","2","1000000","1000000","0","STANTEC ARCHITECTURE INC","No","N/A","Department of Citywide Administrative Services","REQUIREMENTS-SERVICES","NEG ACQUISITSION  EXTN AND DOE NEGOTIATED SERVICES EXTN","MAINT & REP GENERAL","Professional Services","02/09/2014","02/08/2015","06/05/2014","85609P0001CNVN001","","Non-M/WBE"
"CT180620151420659","","Lighting Upgrade @ Ravenswood Houses in Queens","1","1000000","1000000","0","NEW YORK CITY HOUSING AUTHORITY","No","N/A","Housing Preservation and Development","CONSTRUCTION","COMPETITIVE SEALED BIDDING","CONSTRUCTION-BUILDINGS","Construction Services","12/24/2014","06/17/2016","04/17/2015","RAVENSWOOD-LIGHTING","","Non-M/WBE"
"CTA180120147205297","","Clean Diesel Locomotive Repower 49550001","2","1000000","1000000","0","NEW YORK CITY ECONOMIC DEVELOPMENT CORPORATION","No","N/A","Department of Small Business Services","OTHERS","MULTIPLE AWARDS","ECONOMIC DEVELOPMENT","Standardized Services","10/08/2013","10/08/2015","04/24/2014","80113S0004001","801SBS140179","Non-M/WBE"
"MA185820131202461","","Vertex Two-Way Radio Comm Equip, Serv, Parts, Supp Equipment","2","1000000","1000000","130844.06","PHILIP M CASCIANO ASSOC., INC PMC ASSOCIATES","No","N/A","Department of Information Technology and Telecommunications","DOITT-REQUIREMENTSCONTRACT(RC)","COMPETITIVE SEALED BIDDING","","Professional Services","05/07/2013","05/06/2018","07/17/2013","85813B0001002","","Non-M/WBE"
"CT100320131416863","","PETITION PRINTING","3","1000000","1000000","5718.6","JP & KINGS SERVICES LLC","No","N/A","Board of Elections","WORK/LABOR","COMPETITIVE SEALED BIDDING","PRINTING CONTRACTS","Not Classified","01/01/2013","12/31/2016","02/11/2013","003201300001","","Non-M/WBE"
"MA185720151202701","","TO PROCURE GRP:  ACS INDUSTRIES COUPLER/BUCKET","1","1000000","1000000","0","F & M EQUIPMENT LTD","No","N/A","DCASDIVISION OF MUNICIPAL SUPPLY SERVICE","DMS-REQUIREMENTSCONTRACT(RC)","ASSIGNMENT","","Goods","02/01/2015","09/30/2018","04/16/2015","1300194","1300194/3587147","Non-M/WBE"
"CT180120141409952","","To provide services to On-the-Job training","2","1000000","1000000","1000000","CONSORTIUM FOR WORKER EDUCATION","No","N/A","Department of Small Business Services","PROGRAMS","BORO NEEDS/DISCRETIONARY FUND","CONTRACTUAL SERVICES GENERAL","Human Services","07/01/2013","06/30/2014","06/03/2014","80114L0004001","","Non-M/WBE"
"CT182620151402552","006","transportation","1","1000000","1000000","0","LJF Inc","Yes","ACTION CARTING ENVIRONMENTAL SERVICES INC","Department of Environmental Protection","WORK/LABOR","COMPETITIVE SEALED BIDDING","","Standardized Services","01/02/2015","10/04/2017","10/01/2014","","826141333BIO","Non-M/WBE"
"MA104020149471512","","Arts Education Services","1","1000000","1000000","286561.9","THE MIDORI FOUNDATION, INC. MIDORI & FRIENDS","No","N/A","Department of Education","DEPT OF ED-REQUIREMENT CONTRACT","RFP FROM A PQVL","","Professional Services","09/01/2013","08/31/2018","09/05/2013","R0891","QR891CU","Non-M/WBE"
"CT181620151404352","","PUBLIC HEALTH CONSULTANT SERVICES","3","1000000","1000000","88579.12","ABT SRBI, INC","No","N/A","Department of Health and Mental Hygiene","CONSULTANT","REQUEST FOR  PROPOSAL (RFP)","CONTRACTUAL SERVICES GENERAL, MENTAL HYGIENE SERVICES, OTHR SERV AND CHRGS-GENERAL, PROF SERV OTHER","Human Services","08/01/2014","07/31/2018","09/04/2014","81614P0004006","","Non-M/WBE"
"CT185020141421646","","TAKING OF LAND BORING IN BROOKLYN AND QUEENS","1","1000000","1000000","191336.5","AQUIFER DRILLING & TESTING, INC.","No","N/A","Department of Design and Construction","REQUIREMENTS-SERVICES","RENEWAL OF CONTRACT","IOTB CONSTRUCTION","Not Classified","06/16/2014","06/15/2015","05/15/2014","85010B0027001R001","","Non-M/WBE"
