Contract ID,"Sub Contract Reference ID","Purpose","Version","Original Amount","Current Amount","Spent To Date","Vendor","Sub Vendor","Associated Prime Vendor","Contracting Agency","Contract Type","Award Method","Expense Category","Industry","Start Date","End Date","Registration Date","PIN","APT PIN","M/WBE Category"
"CT181620151412018","","Children Under Five Initiative","1","100000","100000","72973.21","SAFE HORIZON INC","No","N/A","Department of Health and Mental Hygiene","PROGRAMS","NEG ACQUISITSION  EXTN AND DOE NEGOTIATED SERVICES EXTN","MENTAL HYGIENE SERVICES","Human Services","07/01/2014","06/30/2015","12/17/2014","81614L0163001N001","","Non-M/WBE"
"CT105720151407306","","TRAVEL CARD SERVICES","2","100000","100000","100000","CITIBANK, N.A.","No","N/A","Fire Department","WORK/LABOR","INTERGOVERNMENTAL PROCUREMENT","OVERNIGHT TRVL EXP-GENERAL","Goods","09/23/2014","06/30/2015","11/17/2014","05715O0008001","","Non-M/WBE"
"CT126020151402416","","Funds to support immigration and Adult Edu Program.","3","100000","100000","99999.99","NORTHERN MANHATTAN IMPROVEMENT CORP","No","N/A","Department of Youth and Community Development","PROGRAMS","BORO NEEDS/DISCRETIONARY FUND","PAYMENTS TO DELEGATE AGENCIES","Human Services","07/01/2013","06/30/2014","08/08/2014","26014L1456001","26014038477L","Non-M/WBE"
"CT180620141407756","","Asbestos investigation in pvtly owned bldgs. in all boros","3","100000","100000","88525","THE SABAN ENGINEERING GROUP INC A THE SABAN GROUP INC","No","N/A","Housing Preservation and Development","REQUIREMENTS-SERVICES","SM PURCH GOODS SERVICES 100K","CONTRACTUAL SERVICES GENERAL","Standardized Services","11/01/2013","04/30/2015","10/22/2013","80614KE00405","","Hispanic American"
"CT180620140001355","","Asbestos monitoring for city /privately owned bldgs.","5","100000","100000","8839.5","NY ENVIRONMENTAL & MATERIAL TESTING LABORATORIES INC.","No","N/A","Housing Preservation and Development","REQUIREMENTS-SERVICES","SM PURCH GOODS SERVICES 100K","CONTRACTUAL SERVICES GENERAL, MAINT & REP GENERAL, OTHR SERV AND CHRGS-GENERAL","Standardized Services","07/01/2013","06/30/2014","07/03/2013","80614KD01608","","Non-M/WBE"
"CT182620141404642","026","General Construction","1","100000","100000","0","SEGA CONTRACTING CORP","Yes","VOLMAR CONSTRUCTION INC","Department of Environmental Protection","CONSTRUCTION","COMPETITIVE SEALED BIDDING","","Construction Services","02/24/2014","05/31/2015","10/09/2013","","82614HRPJOC2","Non-M/WBE"
"CT112520151417929","","SENIOR SERVICES SUPPORT, OPERATING COSTS","1","100000","100000","0","ST. VINCENT DE PAUL RESIDENCE","No","N/A","Department for the Aging","PROGRAMS","BORO NEEDS/DISCRETIONARY FUND","PAYMENTS TO DELEGATE AGENCIES","Human Services","07/01/2013","06/30/2014","03/16/2015","12515L0003001","12514DISC3A3","Non-M/WBE"
"CT182620141404642","030","General Construction","1","100000","100000","0","TUNDRA CONTRACTING GROUP INC","Yes","VOLMAR CONSTRUCTION INC","Department of Environmental Protection","CONSTRUCTION","COMPETITIVE SEALED BIDDING","","Construction Services","03/11/2014","05/31/2015","10/09/2013","","82614HRPJOC2","Non-M/WBE"
"CT182620141404641","059","Air Monitoring","1","100000","100000","0","ENVIRONMENTAL MANAGEMENT SERVICES INC","Yes","VOLMAR CONSTRUCTION INC","Department of Environmental Protection","CONSTRUCTION","COMPETITIVE SEALED BIDDING","","Construction Services","10/10/2013","05/31/2015","10/09/2013","","82614HRPJOC1","Non-M/WBE"
"CT182720131426058","","JOHN DEERE ENGINE & UTILITY REPLACEMENT PARTS","13","100000","100000","64112.51","CHIEF EQUIPMENT INC","No","N/A","Department of Sanitation","SUPPLIES/MATERIALS/EQUIPMENT","SM PURCH GOODS SERVICES 100K","AUTOMOTIVE SUPPLIES & MATERIAL","Goods","06/01/2013","06/30/2015","05/09/2013","13000000541","","Non-M/WBE"
"CT181020151404622","","INSPECTOR TRAINING","1","100000","100000","26310","CITY UNIVERSITY OF NEW YORK SENIOR COLLEGES","No","N/A","Department of Buildings","SUBSCRIPTIONS","SUBSCRIPTION ETC PER PPB","TRAINING PRGM CITY EMPLOYEES","Standardized Services","09/02/2014","06/30/2015","08/27/2014","810.158100N","","Non-M/WBE"
"CT181620151414687","","MH services to pregnant teens","1","100000","100000","0","THE MOUNT SINAI HOSPITAL","No","N/A","Department of Health and Mental Hygiene","PROGRAMS","BORO NEEDS/DISCRETIONARY FUND","MENTAL HYGIENE SERVICES","Human Services","07/01/2014","06/30/2015","01/12/2015","81615L0049001","FY15 2688","Non-M/WBE"
"CT185620145401636","","ACCELERATED CONSERVATION AND EFFICIENCY (ACE) PROGRAM","3","100000","100000","97200","Eneractive Solutions LLC","No","N/A","Department of Citywide Administrative Services","CONSULTANT","SM PURCH GOODS SERVICES 100K","OTHR SERV AND CHRGS-GENERAL","Goods","12/31/2013","12/01/2014","03/05/2014","85614790762","","Non-M/WBE"
"CT185620145401864","","REMOVE BROKEN GLASS AND INSTALL","8","100000","100000","23474.99","ALL GLASS SYSTEMS, INC.","No","N/A","Department of Citywide Administrative Services","WORK/LABOR","SM PURCH GOODS SERVICES 100K","MAINT & REP GENERAL","Goods","05/01/2014","04/30/2015","05/05/2014","85614390806","","Hispanic American"
"CT102520141426026","","Provision of Legal Services","2","50000","100000","82476.6","SCOPPETTA SEIFF KRETZ & ABERCROMBIE","No","N/A","Law Department","CONSULTANT","NEGOTIATED ACQUISITION AND DOE NEGOTIATED SERVICES","PROF SERV LEGAL SERVICES","Professional Services","12/16/2013","07/30/2016","06/03/2014","02514N0029001A001","02514X002535","Non-M/WBE"
"CT185620155400196","","B/O FOR CAST IRON PLUMBING FIXTURES AND PARTS","4","100000","100000","68155.42","EASTERN METAL PLUMBING SUPPLY INC","No","N/A","Department of Citywide Administrative Services","WORK/LABOR","SM PURCH GOODS SERVICES 100K","MAINTENANCE SUPPLIES","Goods","08/01/2014","07/31/2015","09/11/2014","85615390051","","Non-M/WBE"
"CT182720151422576","","HORTON PRODUCTS REPLACEMENT PARTS","3","100000","100000","0","KAL-BRO INC","No","N/A","Department of Sanitation","SUPPLIES/MATERIALS/EQUIPMENT","SM PURCH GOODS SERVICES 100K","AUTOMOTIVE SUPPLIES & MATERIAL","Goods","05/06/2015","03/31/2017","04/28/2015","RFB-827-20152009301-1","","Women"
"CT181620151415616","","Court Involved Youth Mental Health Initiative","2","100000","100000","0","SCO FAMILY OF SERVICES","No","N/A","Department of Health and Mental Hygiene","PROGRAMS","BORO NEEDS/DISCRETIONARY FUND","MENTAL HYGIENE SERVICES","Human Services","07/01/2014","06/30/2015","01/28/2015","81615L0005001","FY15 5097","Non-M/WBE"
"CT107220141405897","","LABOR, INSTALLATION & MATERIALS","1","100000","100000","99953.92","SANOLITE CORPORATION","No","N/A","Department of Correction","WORK/LABOR","SM PURCH GOODS SERVICES 100K","MAINT & REP GENERAL","Human Services","10/14/2013","09/30/2014","10/04/2013","1-0102-0506/2014","","Non-M/WBE"
"CT105720141401173","","PLUMBING SUPPLIES TRADE SERVICE","3","100000","100000","99333.84","GRANT SUPPLY COMPANY INCORPORATED","No","N/A","Fire Department","SUPPLIES/MATERIALS/EQUIPMENT","SM PURCH GOODS SERVICES 100K","MAINTENANCE SUPPLIES","Goods","07/01/2013","06/30/2015","08/01/2013","*","","Non-M/WBE"
"CT107220141421214","","ROLL IN HEATED CABINETS","1","100000","100000","99999.96","CVK ENTERPRISES INC FEDERAL SUPPLY USA","No","N/A","Department of Correction","SUPPLIES/MATERIALS/EQUIPMENT","SM PURCH GOODS SERVICES 100K","EQUIPMENT GENERAL","Goods","04/30/2014","06/30/2014","04/17/2014","1-0103-0548-2014","","Non-M/WBE"
"CT180120141425450","","City Council Discretionary","2","100000","100000","95000","CENTER FOR MILITARY RECRUITMENT ASSESSMENT & VETERANS EMPLOY","No","N/A","Department of Small Business Services","PROGRAMS","BORO NEEDS/DISCRETIONARY FUND","CONTRACTUAL SERVICES GENERAL","Human Services","07/01/2013","06/30/2014","06/26/2014","80114L0056001","","Non-M/WBE"
"CT180620140001146","","Fireguard services for city and privately owned bldgs","2","100000","100000","0","EPIC SECURITY CORP","No","N/A","Housing Preservation and Development","REQUIREMENTS-SERVICES","SM PURCH GOODS SERVICES 100K","MAINT & REP GENERAL","Standardized Services","07/01/2013","06/30/2014","07/11/2013","80614KD001613","","Non-M/WBE"
"CT107220141401084","","FABRIC WHITE SHEETING","1","100000","100000","100000","BAUTISTA MANAGEMENT GROUP LLC AMERICAN SUPPLIES","No","N/A","Department of Correction","SUPPLIES/MATERIALS/EQUIPMENT","SM PURCH GOODS SERVICES 100K","EXPENSE RELA TO MANU INDUSTRY","Goods","08/12/2013","09/30/2014","07/29/2013","3-1600-0010/2014","","Hispanic American"
"CT126020151402885","","Service Option II- Young Immigrant - Comp 1 ABE/HSE","1","100000","100000","61614.34","ST. NICKS ALLIANCE CORP.","No","N/A","Department of Youth and Community Development","PROGRAMS","REQUEST FOR  PROPOSAL (RFP)","PAYMENTS TO DELEGATE AGENCIES","Human Services","07/01/2014","06/30/2015","08/18/2014","26014P0001060","260150766661","Non-M/WBE"
"CT107220121440803","006","resinous flooring","1","100000","100000","0","CENTRON ENTERPRISES LLC","Yes","LANMARK GROUP, INC.","Department of Correction","REQUIREMENTS-CONSTRUCTION","COMPETITIVE SEALED BIDDING","","Construction Services","12/01/2013","09/30/2015","06/26/2012","","0722001127CPD","Asian American"
"CT181620140003256","","ELECTRICAL SERVICES","3","100000","100000","97493.49","GIA ELECTRICAL CORP","No","N/A","Department of Health and Mental Hygiene","WORK/LABOR","SM PURCH GOODS SERVICES 100K","OTHR SERV AND CHRGS-GENERAL","Standardized Services","07/01/2013","06/30/2014","07/25/2013","14R0013AA","","Non-M/WBE"
"CT181620141410027","","FY 2014 14R0435JV OT DELIVERY COLLAPSIBLE CONTAINERS","11","38360.06","100000","60393.42","ORBIS CORPORATION","No","N/A","Department of Health and Mental Hygiene","SUPPLIES/MATERIALS/EQUIPMENT","SM PURCH GOODS SERVICES 100K","EQUIPMENT GENERAL","Goods","10/28/2013","12/31/2014","11/18/2013","14R1113JV","","Non-M/WBE"
"CT182620141404088","015","GC,ABESTOS, ENVIRONMENTAL","1","100000","100000","0","CID CONSTRUCTION SERVICES, LLC","Yes","E. FITZGERALD ELECTRICAL CO. INC","Department of Environmental Protection","CONSTRUCTION","COMPETITIVE SEALED BIDDING","","Construction Services","05/01/2015","05/31/2015","10/24/2013","","82614HRPJC11","Non-M/WBE"
"CT182720141406621","","REGISTERED NURSE","9","100000","100000","99263.84","THE TACT CORPORATION OF NYC","No","N/A","Department of Sanitation","WORK/LABOR","SM PURCH GOODS SERVICES 100K","PROF SERV OTHER","Human Services","09/12/2013","09/11/2016","09/26/2013","82714AD00006","","Non-M/WBE"
"CT181620141423956","","Children Under Five Initiative","1","100000","100000","100000","SAFE HORIZON INC","No","N/A","Department of Health and Mental Hygiene","PROGRAMS","BORO NEEDS/DISCRETIONARY FUND","MENTAL HYGIENE SERVICES","Human Services","07/01/2013","06/30/2014","05/06/2014","81614L0163001","","Non-M/WBE"
"CT182720151401536","","MEDICAL ASSISTANT","2","100000","100000","28624","THE TACT CORPORATION OF NYC","No","N/A","Department of Sanitation","REQUIREMENTS-SERVICES","SM PURCH GOODS SERVICES 100K","PROF SERV OTHER","Standardized Services","09/01/2014","08/31/2017","08/26/2014","82714AD00060","","Non-M/WBE"
"CT180620131415527","","Lead analysis of dust wipe samples","13","100000","100000","28452","INTERNATIONAL ASBESTOS TESTING","No","N/A","Housing Preservation and Development","REQUIREMENTS-SERVICES","SM PURCH GOODS SERVICES 100K","CONTRACTUAL SERVICES GENERAL, MAINT & REP GENERAL","Standardized Services","03/01/2013","02/28/2014","01/16/2013","80613KD01147","","Non-M/WBE"
"CT126020151400033","","Adult Literacy","2","100000","100000","84797.53","CATHOLIC CHARITIES NEIGHBORHOOD SERVICES INC","No","N/A","Department of Youth and Community Development","PROGRAMS","NEG ACQUISITSION  EXTN AND DOE NEGOTIATED SERVICES EXTN","PAYMENTS TO DELEGATE AGENCIES","Human Services","07/01/2014","06/30/2015","07/15/2014","26015766539M","","Non-M/WBE"
"CT105720131414672","","GOODYEAR TRUCK TIRES-NYS-OGS PC64867","3","100000","100000","98889.95","BARNWELL HOUSE OF TIRES INC","No","N/A","Fire Department","SUPPLIES/MATERIALS/EQUIPMENT","INTERGOVERNMENTAL PROCUREMENT","AUTOMOTIVE SUPPLIES & MATERIAL","Goods","01/01/2013","06/30/2013","01/17/2013","057130001242","","Non-M/WBE"
"CT181020141403949","","HEADHUNTER","4","100000","100000","4000","DOUBLE EAGLE GROUP, INC","No","N/A","Department of Buildings","CONSULTANT","SM PURCH GOODS SERVICES 100K","PROF SERV OTHER","Standardized Services","12/16/2013","12/15/2014","12/26/2013","81014ADM0111","","Non-M/WBE"
"CT184120141421422","","COURIER SERVICE FOR DOT/TRFF PARKING","2","100000","100000","98110.67","UNITED PARCEL SERVICE (NY)","No","N/A","Department of Transportation","WORK/LABOR","INTERGOVERNMENTAL PROCUREMENT","POSTAGE","Not Classified","04/21/2014","06/30/2015","04/24/2014","84114PO180TR","","Non-M/WBE"
"CT182620140003587","","(PACL) ""EPIC  WW58""","2","100000","100000","60227.84","HOLLAND COMPANY INC.","No","N/A","Department of Environmental Protection","SUPPLIES/MATERIALS/EQUIPMENT","SM PURCH GOODS SERVICES 100K","SUPPLIES + MATERIALS - GENERAL","Goods","07/19/2013","06/30/2014","07/16/2013","4011302","","Non-M/WBE"
"CT112620151416461","","SUPPORT GRANTEES MISSION AND CULTURAL EVENTS","1","100000","100000","80000","ALVIN AILEY DANCE FOUNDATION INC.","No","N/A","Department of Cultural Affairs","PROGRAMS","GRANTS","PAY TO CULTURAL INSTITUTIONS","Human Services","10/01/2014","06/30/2015","02/26/2015","126153600001","","Non-M/WBE"
"CT182620151408343","","INSPECTION,  TESTING & MAINT. OF SPRINKLER AND STATND PIPES","1","100000","100000","0","CRESCENT CONTRACTING CORP.","No","N/A","Department of Environmental Protection","WORK/LABOR","SM PURCH GOODS SERVICES 100K","MAINT & REP GENERAL","Standardized Services","11/03/2014","11/02/2015","11/05/2014","5030034R1","","Non-M/WBE"
"CT181620151401458","","BO FOR DNA TESTING PRODUCTS","5","100000","100000","13952.66","INTEGRATED DNA TECHNOLOGIES INC.","No","N/A","Department of Health and Mental Hygiene","SUPPLIES/MATERIALS/EQUIPMENT","SM PURCH GOODS SERVICES 100K","MEDICAL,SURGICAL & LAB SUPPLY","Goods","08/01/2014","06/30/2016","10/20/2014","15R0093A VJ","","Non-M/WBE"
"CT181620151417255","","PLUMBING SERVICES","1","100000","100000","0","A & A PLUMBING SYSTEMS INC","No","N/A","Department of Health and Mental Hygiene","REQUIREMENTS-SERVICES","SM PURCH GOODS SERVICES 100K","OTHR SERV AND CHRGS-GENERAL","Standardized Services","02/01/2015","12/31/2015","03/06/2015","15R0124AA","","Black American"
"CT107220151402887","","Tunnel Washer Machine Maintenance","1","100000","100000","45452.64","GRAHAM LAUNDRY MACHINERY CO., INC","No","N/A","Department of Correction","REQUIREMENTS-SERVICES","SM PURCH GOODS SERVICES 100K","EXPENSE RELA TO MANU INDUSTRY","Goods","10/01/2014","06/30/2015","09/30/2014","3-1600-0013/2015","","Non-M/WBE"
"CT180620151403575","","provide new sidewalk sheds and stabilization","6","100000","100000","21700","MARK CONTRACTING NY INC","No","N/A","Housing Preservation and Development","CONSTRUCTION","SM PURCH CONSTR - 50K TO 100K","MAINT & REP GENERAL","Construction Services","08/01/2014","07/31/2015","10/24/2014","80615KF00046","","Asian American"
"CT107220141407016","","FUEL TANK REPAIRS (ELECTRICAL)","2","100000","100000","29324.68","HENRICH EQUIPMENT CO INC","No","N/A","Department of Correction","WORK/LABOR","SM PURCH GOODS SERVICES 100K","MAINT & REP GENERAL","Standardized Services","10/25/2013","06/30/2014","10/08/2013","2-1601-0069-2014","","Non-M/WBE"
"CT105720141414058","017","Electrical testing, high voltage","1","100000","100000","0","A & F ELECTRICAL TESTING INC","Yes","APPROVED ELECTRICAL CONTRACTORS INCORPORATED","Fire Department","REQUIREMENTS-CONSTRUCTION","COMPETITIVE SEALED BIDDING","","Construction Services","10/27/2014","03/02/2019","02/26/2014","","","Non-M/WBE"
"CT182620151420461","","SERVICE, REPAIR ON TRUCK LOADING SCALES MULTI YEAR","1","100000","100000","6764","ATLANTIC SCALE CO INC.","No","N/A","Department of Environmental Protection","WORK/LABOR","SM PURCH GOODS SERVICES 100K","MAINT & REP GENERAL","Standardized Services","04/06/2015","04/05/2017","04/08/2015","5030042R","","Non-M/WBE"
"CT180620141420152","003","Contract # 477 between The Center for New York City Neighborhoods and the Parodneck Foundation","1","100000","100000","100000","PARODNECK FOUNDATION SELF HELP HOUSING THE 3263.0","Yes","CENTER FOR NEW YORK CITY NEIGHBORHOODS, INC.","Housing Preservation and Development","CONSULTANT","BORO NEEDS/DISCRETIONARY FUND","","Human Services","07/01/2013","06/30/2014","03/24/2014","","","Non-M/WBE"
"CT112520131412725","","AUDITOR ON CALL FOR DFTA FISCAL UNIT","5","100000","100000","91592","A.F. PAREDES & CO.","No","N/A","Department for the Aging","CONSULTANT","SM PURCH GOODS SERVICES 100K","PROF SERV ACCTING & AUDITING","Human Services","01/01/2013","12/31/2013","12/12/2012","12513AUDITOR","","Non-M/WBE"
"CT107120111416982","002","On-Call M/WBE Subcontractor to provide the following services on an as needed basis: site safety inspections, special inspections, site security/fire watch, design/engineering services, scheduling, estimating, expediting and construction services.","1","100000","100000","0","GREAT CONSTRUCTION & RENOVATION, INC.","Yes","PMS CONSTRUCTION MANAGEMENT CORP","Department of Homeless Services","REQUIREMENTS-SERVICES","REQUEST FOR  PROPOSAL (RFP)","","Not Classified","09/22/2014","12/31/2015","03/02/2011","","","Asian American"
"CT126020151402884","","Service Option II- Young Immigrant- Comp 2 ESOL","1","100000","100000","56525.85","ST. NICKS ALLIANCE CORP.","No","N/A","Department of Youth and Community Development","PROGRAMS","REQUEST FOR  PROPOSAL (RFP)","PAYMENTS TO DELEGATE AGENCIES","Human Services","07/01/2014","06/30/2015","08/14/2014","26014P0001051","260150766652","Non-M/WBE"
"CT182720150003098","","OTC 1667 OPACITY METER REPAIR PARTS","6","100000","100000","95327.3","RED MOUNTAIN INC.","No","N/A","Department of Sanitation","SUPPLIES/MATERIALS/EQUIPMENT","SM PURCH GOODS SERVICES 100K","AUTOMOTIVE SUPPLIES & MATERIAL","Goods","07/25/2014","12/31/2015","07/09/2014","14000000796","","Non-M/WBE"
"CT180620140001703","","Provide,install,and remove sidewalk bridges in SI","3","100000","100000","13077","NATIONAL GENERAL CONTRACTORS INC.","No","N/A","Housing Preservation and Development","CONSTRUCTION","SM PURCH CONSTR - 50K TO 100K","MAINT & REP GENERAL","Construction Services","07/01/2013","06/30/2014","07/17/2013","80614KD01482","","Non-M/WBE"
"CT182620141404086","016","GC, ABESTOS, ENVIRONMENTAL","1","100000","100000","0","CID CONSTRUCTION SERVICES, LLC","Yes","E. FITZGERALD ELECTRICAL CO. INC","Department of Environmental Protection","CONSTRUCTION","COMPETITIVE SEALED BIDDING","","Construction Services","05/01/2015","05/31/2015","10/08/2013","","82614HRPJC10","Non-M/WBE"
"CT184120141408011","","VARIOUS OVERHEAD DOORS MAINT/REPAIR FOR DOT/FACILITY MAINT.","5","100000","100000","98646.1","B.J. LAURA & SONS INC.","No","N/A","Department of Transportation","WORK/LABOR","SM PURCH GOODS SERVICES 100K","MAINT & OPER OF INFRASTRUCTURE","Standardized Services","03/03/2014","03/02/2016","02/21/2014","84114PO132FM","","Women"
"CT185620145401426","","SUPPLY AND INSTALL RESILENT FLOORING","5","100000","100000","50751.02","CULVER FLOOR COVERING CO INC","No","N/A","Department of Citywide Administrative Services","WORK/LABOR","SM PURCH GOODS SERVICES 100K","CONTRACTUAL SERVICES GENERAL, MAINT & REP GENERAL","Goods","11/27/2013","11/26/2014","12/17/2013","85614390747","","Women"
"CT182620141404642","012","General Construction","1","100000","100000","0","BTF CONSTRUCTION LLC","Yes","VOLMAR CONSTRUCTION INC","Department of Environmental Protection","CONSTRUCTION","COMPETITIVE SEALED BIDDING","","Construction Services","01/11/2014","05/31/2014","10/09/2013","","82614HRPJOC2","Black American"
"CT180620141420152","005","Contract # 491 between The Center for New York City Neighborhoods and Legal Services NYC - Bronx","1","100000","100000","100000","LEGAL SERVICES NYC","Yes","CENTER FOR NEW YORK CITY NEIGHBORHOODS, INC.","Housing Preservation and Development","CONSULTANT","BORO NEEDS/DISCRETIONARY FUND","","Human Services","07/01/2013","06/30/2014","03/24/2014","","","Non-M/WBE"
"CT182620151406588","003","Tank Cleaning and Vac Truck Services","1","100000","100000","0","ALLSTATE POWER VAC, INC","Yes","THE FRANKLIN COMPANY CONTRACTOR INC","Department of Environmental Protection","WORK/LABOR","COMPETITIVE SEALED BIDDING","","Construction Services","10/30/2014","10/18/2017","10/01/2014","0000527634","826141335CBS","Non-M/WBE"
"CT185020151403926","","GRAND STREET STREETSCAPE ENHANCEMENT, BROOKLYN","1","100000","100000","0","NEW YORK CITY TRANSIT AUT HORITY-PARATRANSIT","No","N/A","Department of Design and Construction","FORCEACCOUNTAGREEMENT","FORCE ACCOUNT NEGOTIATION","IOTB CONSTRUCTION","Standardized Services","09/28/2014","06/23/2015","09/16/2014","8502014TA0008F","8502014TA0008F","Individuals and Others"
"CT182620141404642","033","General Construction","1","100000","100000","0","WHERE TO GET IT SERVICES LLC","Yes","VOLMAR CONSTRUCTION INC","Department of Environmental Protection","CONSTRUCTION","COMPETITIVE SEALED BIDDING","","Construction Services","02/19/2014","05/31/2015","10/09/2013","","82614HRPJOC2","Non-M/WBE"
"CT182720131419787","","BLANKET ORDER FLAT TEMPERED & SAFETY GLASS FOR VEHICLES EQUI","14","100000","100000","53801.71","FOUR STAR AUTO GLASS CORP","No","N/A","Department of Sanitation","SUPPLIES/MATERIALS/EQUIPMENT","SM PURCH GOODS SERVICES 100K","AUTOMOTIVE SUPPLIES & MATERIAL","Goods","03/22/2013","03/21/2015","03/01/2013","20135030170","","Non-M/WBE"
"CT182620151418436","","REPAIR & SERVICE FOR ELECTRIC ACTUATORS","1","100000","100000","0","QUALITY CONTROLS INC.","No","N/A","Department of Environmental Protection","WORK/LABOR","SM PURCH GOODS SERVICES 100K","MAINT & REP GENERAL","Standardized Services","03/09/2015","03/08/2016","03/12/2015","5030623","","Non-M/WBE"
"CT182620141404642","011","General Construction","1","100000","100000","0","BSW CONSTRUCTION CORP","Yes","VOLMAR CONSTRUCTION INC","Department of Environmental Protection","CONSTRUCTION","COMPETITIVE SEALED BIDDING","","Construction Services","02/11/2014","05/31/2015","10/09/2013","","82614HRPJOC2","Non-M/WBE"
"MA185720141201892","","PROCURE FOR NYC GENUINE REPLACEMENT/REPAIR PARTS","1","100000","100000","23522.51","STEWART & STEVENSON POWER PRODUCTS LLC","No","N/A","DCASDIVISION OF MUNICIPAL SUPPLY SERVICE","DMS-REQUIREMENTSCONTRACT(RC)","ASSIGNMENT","","Goods","10/01/2013","11/30/2016","01/24/2014","1100406","3487008","Non-M/WBE"
"CT107220141402644","","ON-CALL RUBBISH REMOVAL CONTAINER SERVICE","2","100000","100000","46409.76","ASTORIA RUBBISH  REMOVAL CO CO INC","No","N/A","Department of Correction","REQUIREMENTS-SERVICES","SM PURCH GOODS SERVICES 100K","MAINT & REP GENERAL","Not Classified","10/01/2013","06/30/2014","09/12/2013","2-1601-0045/2014","","Women"
"CT185620155400421","","BLANKET ORDER FOR DAILY DELIVERY OF FRESH FLORAL ARRANGEMENT","3","100000","100000","22571","GRACIE CORP. LANGDON FLORIST","No","N/A","Department of Citywide Administrative Services","REQUIREMENTS-GOODS","SM PURCH GOODS SERVICES 100K","SUPPLIES + MATERIALS - GENERAL","Goods","08/12/2014","08/11/2015","12/23/2014","8561569069","","Non-M/WBE"
"CT185620145402266","","INTERIOR PAINTING/PLASTERING/PATCHING","3","100000","100000","0","MODINE CONTRACTING CORP","No","N/A","Department of Citywide Administrative Services","WORK/LABOR","SM PURCH CONSTR - 50K TO 100K","MAINT & REP GENERAL","Not Classified","03/20/2014","03/19/2015","04/14/2014","85614391083","","Women"
"CT100320151414050","","CCHURAMAN2@BOE.NYC.NY.US 212-487-5333","1","100000","100000","33273.17","NEW YORK STATE INDUSTRIES FOR THE DISABLED INC","No","N/A","Board of Elections","REQUIREMENTS-SERVICES","SOLE SOURCE","OTHR SERV AND CHRGS-GENERAL","Not Classified","12/01/2014","11/30/2019","01/12/2015","00320142019","","Non-M/WBE"
"CT182620141403766","004","Environmental","2","10000","100000","6484","THE SABAN ENGINEERING GROUP INC A THE SABAN GROUP INC","Yes","E. FITZGERALD ELECTRICAL CO. INC","Department of Environmental Protection","CONSTRUCTION","COMPETITIVE SEALED BIDDING","","Construction Services","05/01/2014","05/31/2015","10/24/2013","","82614HRPJOC4","Hispanic American"
"CT185620145401802","","SERVICE AND REPAIR OF H/L PRESSURE BOILERS BRONX/MANHATTAN","9","100000","100000","95386.38","MCNEIL SALES & SERVICES INC","No","N/A","Department of Citywide Administrative Services","WORK/LABOR","SM PURCH CONSTR - 50K TO 100K","MAINT & REP GENERAL","Goods","01/21/2014","01/20/2015","01/30/2014","85614390900","","Non-M/WBE"
"CT182720141400002","","AUTO AND TRUCK SPRINGS & ACCESSORIES","10","100000","100000","88149.01","UNICO SPRING CORP","No","N/A","Department of Sanitation","SUPPLIES/MATERIALS/EQUIPMENT","SM PURCH GOODS SERVICES 100K","AUTOMOTIVE SUPPLIES & MATERIAL","Goods","08/02/2013","06/30/2015","07/15/2013","RFB-827-13000000826-1","","Non-M/WBE"
"CT182620141404642","032","Plumbing & Heating","1","100000","100000","0","VITAL PLUMBING INC","Yes","VOLMAR CONSTRUCTION INC","Department of Environmental Protection","CONSTRUCTION","COMPETITIVE SEALED BIDDING","","Construction Services","04/07/2014","05/31/2015","10/09/2013","","82614HRPJOC2","Non-M/WBE"
"CT107220151402872","","FABRIC SHEETING","1","100000","100000","89995","UNITEX INTERNATIONAL, INC","No","N/A","Department of Correction","SUPPLIES/MATERIALS/EQUIPMENT","SM PURCH GOODS SERVICES 100K","EXPENSE RELA TO MANU INDUSTRY","Goods","10/01/2014","06/30/2015","09/25/2014","3-1600-0006-2015","","Non-M/WBE"
"CT182620151407967","","Safety Course Development and Training","2","100000","100000","30400","OCCUPATIONAL SAFETY CONSULTANTS INC","No","N/A","Department of Environmental Protection","SUPPLIES/MATERIALS/EQUIPMENT","SM PURCH GOODS SERVICES 100K","TRAINING PRGM CITY EMPLOYEES","Goods","12/01/2014","12/01/2015","12/12/2014","5003142","","Non-M/WBE"
"CT107220141403376","","Hazardous and Non-hazardous Waste Removal","2","100000","100000","100000","CLEAN VENTURE INC","No","N/A","Department of Correction","WORK/LABOR","SM PURCH GOODS SERVICES 100K","MAINT & REP GENERAL","Not Classified","08/30/2013","06/30/2014","08/22/2013","2-0301-0010/2014","","Non-M/WBE"
"CT182620141409963","","4090038 - NYS R/C PC66185 GAS DELIVERY TO SULLIVAN COUNTY","1","100000","100000","100000","MAIN BROTHERS OIL CO.INC.","No","N/A","Department of Environmental Protection","SUPPLIES/MATERIALS/EQUIPMENT","INTERGOVERNMENTAL PROCUREMENT","MOTOR VEHICLE FUEL","Goods","12/06/2013","06/30/2014","12/05/2013","82614O0030001","","Non-M/WBE"
